#,label,environment,wifi_band,number_of_users,user_1_location,user_2_location,user_3_location,user_4_location,user_5_location,user_6_location,user_1_activity,user_2_activity,user_3_activity,user_4_activity,user_5_activity,user_6_activity
5565,act_57_21,meeting_room,5,1,,,e,,,,,,wave,,,
5566,act_57_22,meeting_room,5,1,,,e,,,,,,lie_down,,,
5567,act_57_23,meeting_room,5,1,,,e,,,,,,pick_up,,,
5568,act_57_24,meeting_room,5,1,,,e,,,,,,sit_down,,,
5569,act_57_25,meeting_room,5,1,,,e,,,,,,stand_up,,,
5570,act_57_26,meeting_room,5,1,,,e,,,,,,nothing,,,
5571,act_57_27,meeting_room,5,1,,,e,,,,,,walk,,,
5572,act_57_28,meeting_room,5,1,,,a,,,,,,rotation,,,
5573,act_57_29,meeting_room,5,1,,,a,,,,,,jump,,,
5574,act_57_30,meeting_room,5,1,,,a,,,,,,wave,,,
5575,act_57_31,meeting_room,5,1,,,a,,,,,,lie_down,,,
5576,act_57_32,meeting_room,5,1,,,a,,,,,,pick_up,,,
5577,act_57_33,meeting_room,5,1,,,a,,,,,,sit_down,,,
5578,act_57_34,meeting_room,5,1,,,a,,,,,,stand_up,,,
5579,act_57_35,meeting_room,5,1,,,a,,,,,,nothing,,,
5580,act_57_36,meeting_room,5,1,,,a,,,,,,walk,,,
5581,act_57_37,meeting_room,5,1,,,b,,,,,,rotation,,,
5582,act_57_38,meeting_room,5,1,,,b,,,,,,jump,,,
5583,act_57_39,meeting_room,5,1,,,b,,,,,,wave,,,
5584,act_57_40,meeting_room,5,1,,,b,,,,,,lie_down,,,
5585,act_57_41,meeting_room,5,1,,,b,,,,,,pick_up,,,
5586,act_57_42,meeting_room,5,1,,,b,,,,,,sit_down,,,
5587,act_57_43,meeting_room,5,1,,,b,,,,,,stand_up,,,
5588,act_57_44,meeting_room,5,1,,,b,,,,,,nothing,,,
5589,act_57_45,meeting_room,5,1,,,b,,,,,,walk,,,
5590,act_57_46,meeting_room,5,1,,,c,,,,,,walk,,,
5591,act_57_47,meeting_room,5,1,,,c,,,,,,rotation,,,
5592,act_57_48,meeting_room,5,1,,,c,,,,,,jump,,,
5593,act_57_49,meeting_room,5,1,,,c,,,,,,wave,,,
5594,act_57_50,meeting_room,5,1,,,c,,,,,,lie_down,,,
5595,act_57_51,meeting_room,5,1,,,c,,,,,,pick_up,,,
5596,act_57_52,meeting_room,5,1,,,c,,,,,,sit_down,,,
5597,act_57_53,meeting_room,5,1,,,c,,,,,,stand_up,,,
5598,act_57_54,meeting_room,5,1,,,c,,,,,,nothing,,,
5599,act_57_55,meeting_room,5,1,,,d,,,,,,walk,,,
5600,act_57_56,meeting_room,5,1,,,d,,,,,,rotation,,,
5601,act_57_57,meeting_room,5,1,,,d,,,,,,jump,,,
5602,act_57_58,meeting_room,5,1,,,d,,,,,,wave,,,
5603,act_57_59,meeting_room,5,1,,,d,,,,,,lie_down,,,
5604,act_57_60,meeting_room,5,1,,,d,,,,,,pick_up,,,
5605,act_57_61,meeting_room,5,1,,,d,,,,,,sit_down,,,
5606,act_57_62,meeting_room,5,1,,,d,,,,,,stand_up,,,
5607,act_57_63,meeting_room,5,1,,,d,,,,,,nothing,,,
5608,act_57_64,meeting_room,5,1,,,e,,,,,,nothing,,,
5609,act_57_65,meeting_room,5,1,,,e,,,,,,walk,,,
5610,act_57_66,meeting_room,5,1,,,e,,,,,,rotation,,,
5611,act_57_67,meeting_room,5,1,,,e,,,,,,jump,,,
5612,act_57_68,meeting_room,5,1,,,e,,,,,,wave,,,
5613,act_57_69,meeting_room,5,1,,,e,,,,,,lie_down,,,
5614,act_57_70,meeting_room,5,1,,,e,,,,,,pick_up,,,
5615,act_57_71,meeting_room,5,1,,,e,,,,,,sit_down,,,
5616,act_57_72,meeting_room,5,1,,,e,,,,,,stand_up,,,
5617,act_57_73,meeting_room,5,1,,,a,,,,,,nothing,,,
5618,act_57_74,meeting_room,5,1,,,a,,,,,,walk,,,
5619,act_57_75,meeting_room,5,1,,,a,,,,,,rotation,,,
5620,act_57_76,meeting_room,5,1,,,a,,,,,,jump,,,
5621,act_57_77,meeting_room,5,1,,,a,,,,,,wave,,,
5622,act_57_78,meeting_room,5,1,,,a,,,,,,lie_down,,,
5623,act_57_79,meeting_room,5,1,,,a,,,,,,pick_up,,,
5624,act_57_80,meeting_room,5,1,,,a,,,,,,sit_down,,,
5625,act_57_81,meeting_room,5,1,,,a,,,,,,stand_up,,,
5626,act_57_82,meeting_room,5,1,,,b,,,,,,nothing,,,
5627,act_57_83,meeting_room,5,1,,,b,,,,,,walk,,,
5628,act_57_84,meeting_room,5,1,,,b,,,,,,rotation,,,
5629,act_57_85,meeting_room,5,1,,,b,,,,,,jump,,,
5630,act_57_86,meeting_room,5,1,,,b,,,,,,wave,,,
5631,act_57_87,meeting_room,5,1,,,b,,,,,,lie_down,,,
5632,act_57_88,meeting_room,5,1,,,b,,,,,,pick_up,,,
5633,act_57_89,meeting_room,5,1,,,b,,,,,,sit_down,,,
5634,act_57_90,meeting_room,5,1,,,b,,,,,,stand_up,,,
5635,act_57_91,meeting_room,5,1,,,c,,,,,,nothing,,,
5636,act_57_92,meeting_room,5,1,,,c,,,,,,walk,,,
5637,act_57_93,meeting_room,5,1,,,c,,,,,,rotation,,,
5638,act_57_94,meeting_room,5,1,,,c,,,,,,jump,,,
5639,act_57_95,meeting_room,5,1,,,c,,,,,,wave,,,
5640,act_57_96,meeting_room,5,1,,,c,,,,,,lie_down,,,
5641,act_57_97,meeting_room,5,1,,,c,,,,,,pick_up,,,
5642,act_57_98,meeting_room,5,1,,,c,,,,,,sit_down,,,
5643,act_57_99,meeting_room,5,1,,,c,,,,,,stand_up,,,
5644,act_58_1,meeting_room,5,1,,,,d,,,,,,jump,,
5645,act_58_2,meeting_room,5,1,,,,d,,,,,,wave,,
5646,act_58_3,meeting_room,5,1,,,,d,,,,,,lie_down,,
5647,act_58_4,meeting_room,5,1,,,,d,,,,,,pick_up,,
5648,act_58_5,meeting_room,5,1,,,,d,,,,,,sit_down,,
5649,act_58_6,meeting_room,5,1,,,,d,,,,,,stand_up,,
5650,act_58_7,meeting_room,5,1,,,,d,,,,,,nothing,,
5651,act_58_8,meeting_room,5,1,,,,d,,,,,,walk,,
5652,act_58_9,meeting_room,5,1,,,,d,,,,,,rotation,,
5653,act_58_10,meeting_room,5,1,,,,e,,,,,,jump,,
5654,act_58_11,meeting_room,5,1,,,,e,,,,,,wave,,
5655,act_58_12,meeting_room,5,1,,,,e,,,,,,lie_down,,
5656,act_58_13,meeting_room,5,1,,,,e,,,,,,pick_up,,
5657,act_58_14,meeting_room,5,1,,,,e,,,,,,sit_down,,
5658,act_58_15,meeting_room,5,1,,,,e,,,,,,stand_up,,
5659,act_58_16,meeting_room,5,1,,,,e,,,,,,nothing,,
5660,act_58_17,meeting_room,5,1,,,,e,,,,,,walk,,
5661,act_58_18,meeting_room,5,1,,,,e,,,,,,rotation,,
5662,act_58_19,meeting_room,5,1,,,,a,,,,,,jump,,
5663,act_58_20,meeting_room,5,1,,,,a,,,,,,wave,,
5664,act_58_21,meeting_room,5,1,,,,a,,,,,,lie_down,,
5665,act_58_22,meeting_room,5,1,,,,a,,,,,,pick_up,,
5666,act_58_23,meeting_room,5,1,,,,a,,,,,,sit_down,,
5667,act_58_24,meeting_room,5,1,,,,a,,,,,,stand_up,,
5668,act_58_25,meeting_room,5,1,,,,a,,,,,,nothing,,
5669,act_58_26,meeting_room,5,1,,,,a,,,,,,walk,,
5670,act_58_27,meeting_room,5,1,,,,a,,,,,,rotation,,
5671,act_58_28,meeting_room,5,1,,,,b,,,,,,jump,,
5672,act_58_29,meeting_room,5,1,,,,b,,,,,,wave,,
5673,act_58_30,meeting_room,5,1,,,,b,,,,,,lie_down,,
5674,act_58_31,meeting_room,5,1,,,,b,,,,,,pick_up,,
5675,act_58_32,meeting_room,5,1,,,,b,,,,,,sit_down,,
5676,act_58_33,meeting_room,5,1,,,,b,,,,,,stand_up,,
5677,act_58_34,meeting_room,5,1,,,,b,,,,,,nothing,,
5678,act_58_35,meeting_room,5,1,,,,b,,,,,,walk,,
5679,act_58_36,meeting_room,5,1,,,,b,,,,,,rotation,,
5680,act_58_37,meeting_room,5,1,,,,c,,,,,,jump,,
5681,act_58_38,meeting_room,5,1,,,,c,,,,,,wave,,
5682,act_58_39,meeting_room,5,1,,,,c,,,,,,lie_down,,
5683,act_58_40,meeting_room,5,1,,,,c,,,,,,pick_up,,
5684,act_58_41,meeting_room,5,1,,,,c,,,,,,sit_down,,
5685,act_58_42,meeting_room,5,1,,,,c,,,,,,stand_up,,
5686,act_58_43,meeting_room,5,1,,,,c,,,,,,nothing,,
5687,act_58_44,meeting_room,5,1,,,,c,,,,,,walk,,
5688,act_58_45,meeting_room,5,1,,,,c,,,,,,rotation,,
5689,act_58_46,meeting_room,5,1,,,,d,,,,,,walk,,
5690,act_58_47,meeting_room,5,1,,,,d,,,,,,rotation,,
5691,act_58_48,meeting_room,5,1,,,,d,,,,,,jump,,
5692,act_58_49,meeting_room,5,1,,,,d,,,,,,wave,,
5693,act_58_50,meeting_room,5,1,,,,d,,,,,,lie_down,,
5694,act_58_51,meeting_room,5,1,,,,d,,,,,,pick_up,,
5695,act_58_52,meeting_room,5,1,,,,d,,,,,,sit_down,,
5696,act_58_53,meeting_room,5,1,,,,d,,,,,,stand_up,,
5697,act_58_54,meeting_room,5,1,,,,d,,,,,,nothing,,
5698,act_58_55,meeting_room,5,1,,,,e,,,,,,walk,,
5699,act_58_56,meeting_room,5,1,,,,e,,,,,,rotation,,
5700,act_58_57,meeting_room,5,1,,,,e,,,,,,jump,,
5701,act_58_58,meeting_room,5,1,,,,e,,,,,,wave,,
5702,act_58_59,meeting_room,5,1,,,,e,,,,,,lie_down,,
5703,act_58_60,meeting_room,5,1,,,,e,,,,,,pick_up,,
5704,act_58_61,meeting_room,5,1,,,,e,,,,,,sit_down,,
5705,act_58_62,meeting_room,5,1,,,,e,,,,,,stand_up,,
5706,act_58_63,meeting_room,5,1,,,,e,,,,,,nothing,,
5707,act_58_64,meeting_room,5,1,,,,a,,,,,,walk,,
5708,act_58_65,meeting_room,5,1,,,,a,,,,,,rotation,,
5709,act_58_66,meeting_room,5,1,,,,a,,,,,,jump,,
5710,act_58_67,meeting_room,5,1,,,,a,,,,,,wave,,
5711,act_58_68,meeting_room,5,1,,,,a,,,,,,lie_down,,
5712,act_58_69,meeting_room,5,1,,,,a,,,,,,pick_up,,
5713,act_58_70,meeting_room,5,1,,,,a,,,,,,sit_down,,
5714,act_58_71,meeting_room,5,1,,,,a,,,,,,stand_up,,
5715,act_58_72,meeting_room,5,1,,,,a,,,,,,nothing,,
5716,act_58_73,meeting_room,5,1,,,,b,,,,,,walk,,
5717,act_58_74,meeting_room,5,1,,,,b,,,,,,rotation,,
5718,act_58_75,meeting_room,5,1,,,,b,,,,,,jump,,
5719,act_58_76,meeting_room,5,1,,,,b,,,,,,wave,,
5720,act_58_77,meeting_room,5,1,,,,b,,,,,,lie_down,,
5721,act_58_78,meeting_room,5,1,,,,b,,,,,,pick_up,,
5722,act_58_79,meeting_room,5,1,,,,b,,,,,,sit_down,,
5723,act_58_80,meeting_room,5,1,,,,b,,,,,,stand_up,,
5724,act_58_81,meeting_room,5,1,,,,b,,,,,,nothing,,
5725,act_58_82,meeting_room,5,1,,,,c,,,,,,nothing,,
5726,act_58_83,meeting_room,5,1,,,,c,,,,,,walk,,
5727,act_58_84,meeting_room,5,1,,,,c,,,,,,rotation,,
5728,act_58_85,meeting_room,5,1,,,,c,,,,,,jump,,
5729,act_58_86,meeting_room,5,1,,,,c,,,,,,wave,,
5730,act_58_87,meeting_room,5,1,,,,c,,,,,,lie_down,,
5731,act_58_88,meeting_room,5,1,,,,c,,,,,,pick_up,,
5732,act_58_89,meeting_room,5,1,,,,c,,,,,,sit_down,,
5733,act_58_90,meeting_room,5,1,,,,c,,,,,,stand_up,,
5734,act_58_91,meeting_room,5,1,,,,d,,,,,,nothing,,
5735,act_58_92,meeting_room,5,1,,,,d,,,,,,walk,,
5736,act_58_93,meeting_room,5,1,,,,d,,,,,,rotation,,
5737,act_58_94,meeting_room,5,1,,,,d,,,,,,jump,,
5738,act_58_95,meeting_room,5,1,,,,d,,,,,,wave,,
5739,act_58_96,meeting_room,5,1,,,,d,,,,,,lie_down,,
5740,act_58_97,meeting_room,5,1,,,,d,,,,,,pick_up,,
5741,act_58_98,meeting_room,5,1,,,,d,,,,,,sit_down,,
5742,act_58_99,meeting_room,5,1,,,,d,,,,,,stand_up,,
5743,act_59_1,meeting_room,5,1,,,,,e,,,,,,wave,
5744,act_59_2,meeting_room,5,1,,,,,e,,,,,,lie_down,
5745,act_59_3,meeting_room,5,1,,,,,e,,,,,,pick_up,
5746,act_59_4,meeting_room,5,1,,,,,e,,,,,,sit_down,
5747,act_59_5,meeting_room,5,1,,,,,e,,,,,,stand_up,
5748,act_59_6,meeting_room,5,1,,,,,e,,,,,,nothing,
5749,act_59_7,meeting_room,5,1,,,,,e,,,,,,walk,
5750,act_59_8,meeting_room,5,1,,,,,e,,,,,,rotation,
5751,act_59_9,meeting_room,5,1,,,,,e,,,,,,jump,
5752,act_59_10,meeting_room,5,1,,,,,a,,,,,,wave,
5753,act_59_11,meeting_room,5,1,,,,,a,,,,,,lie_down,
5754,act_59_12,meeting_room,5,1,,,,,a,,,,,,pick_up,
5755,act_59_13,meeting_room,5,1,,,,,a,,,,,,sit_down,
5756,act_59_14,meeting_room,5,1,,,,,a,,,,,,stand_up,
5757,act_59_15,meeting_room,5,1,,,,,a,,,,,,nothing,
5758,act_59_16,meeting_room,5,1,,,,,a,,,,,,walk,
5759,act_59_17,meeting_room,5,1,,,,,a,,,,,,rotation,
5760,act_59_18,meeting_room,5,1,,,,,a,,,,,,jump,
5761,act_59_19,meeting_room,5,1,,,,,b,,,,,,wave,
5762,act_59_20,meeting_room,5,1,,,,,b,,,,,,lie_down,
5763,act_59_21,meeting_room,5,1,,,,,b,,,,,,pick_up,
5764,act_59_22,meeting_room,5,1,,,,,b,,,,,,sit_down,
5765,act_59_23,meeting_room,5,1,,,,,b,,,,,,stand_up,
5766,act_59_24,meeting_room,5,1,,,,,b,,,,,,nothing,
5767,act_59_25,meeting_room,5,1,,,,,b,,,,,,walk,
5768,act_59_26,meeting_room,5,1,,,,,b,,,,,,rotation,
5769,act_59_27,meeting_room,5,1,,,,,b,,,,,,jump,
5770,act_59_28,meeting_room,5,1,,,,,c,,,,,,wave,
5771,act_59_29,meeting_room,5,1,,,,,c,,,,,,lie_down,
5772,act_59_30,meeting_room,5,1,,,,,c,,,,,,pick_up,
5773,act_59_31,meeting_room,5,1,,,,,c,,,,,,sit_down,
5774,act_59_32,meeting_room,5,1,,,,,c,,,,,,stand_up,
5775,act_59_33,meeting_room,5,1,,,,,c,,,,,,nothing,
5776,act_59_34,meeting_room,5,1,,,,,c,,,,,,walk,
5777,act_59_35,meeting_room,5,1,,,,,c,,,,,,rotation,
5778,act_59_36,meeting_room,5,1,,,,,c,,,,,,jump,
5779,act_59_37,meeting_room,5,1,,,,,d,,,,,,wave,
5780,act_59_38,meeting_room,5,1,,,,,d,,,,,,lie_down,
5781,act_59_39,meeting_room,5,1,,,,,d,,,,,,pick_up,
5782,act_59_40,meeting_room,5,1,,,,,d,,,,,,sit_down,
5783,act_59_41,meeting_room,5,1,,,,,d,,,,,,stand_up,
5784,act_59_42,meeting_room,5,1,,,,,d,,,,,,nothing,
5785,act_59_43,meeting_room,5,1,,,,,d,,,,,,walk,
5786,act_59_44,meeting_room,5,1,,,,,d,,,,,,rotation,
5787,act_59_45,meeting_room,5,1,,,,,d,,,,,,jump,
5788,act_59_46,meeting_room,5,1,,,,,e,,,,,,rotation,
5789,act_59_47,meeting_room,5,1,,,,,e,,,,,,jump,
5790,act_59_48,meeting_room,5,1,,,,,e,,,,,,wave,
5791,act_59_49,meeting_room,5,1,,,,,e,,,,,,lie_down,
5792,act_59_50,meeting_room,5,1,,,,,e,,,,,,pick_up,
5793,act_59_51,meeting_room,5,1,,,,,e,,,,,,sit_down,
5794,act_59_52,meeting_room,5,1,,,,,e,,,,,,stand_up,
5795,act_59_53,meeting_room,5,1,,,,,e,,,,,,nothing,
5796,act_59_54,meeting_room,5,1,,,,,e,,,,,,walk,
5797,act_59_55,meeting_room,5,1,,,,,a,,,,,,rotation,
5798,act_59_56,meeting_room,5,1,,,,,a,,,,,,jump,
5799,act_59_57,meeting_room,5,1,,,,,a,,,,,,wave,
5800,act_59_58,meeting_room,5,1,,,,,a,,,,,,lie_down,
5801,act_59_59,meeting_room,5,1,,,,,a,,,,,,pick_up,
5802,act_59_60,meeting_room,5,1,,,,,a,,,,,,sit_down,
5803,act_59_61,meeting_room,5,1,,,,,a,,,,,,stand_up,
5804,act_59_62,meeting_room,5,1,,,,,a,,,,,,nothing,
5805,act_59_63,meeting_room,5,1,,,,,a,,,,,,walk,
5806,act_59_64,meeting_room,5,1,,,,,b,,,,,,walk,
5807,act_59_65,meeting_room,5,1,,,,,b,,,,,,rotation,
5808,act_59_66,meeting_room,5,1,,,,,b,,,,,,jump,
5809,act_59_67,meeting_room,5,1,,,,,b,,,,,,wave,
5810,act_59_68,meeting_room,5,1,,,,,b,,,,,,lie_down,
5811,act_59_69,meeting_room,5,1,,,,,b,,,,,,pick_up,
5812,act_59_70,meeting_room,5,1,,,,,b,,,,,,sit_down,
5813,act_59_71,meeting_room,5,1,,,,,b,,,,,,stand_up,
5814,act_59_72,meeting_room,5,1,,,,,b,,,,,,nothing,
5815,act_59_73,meeting_room,5,1,,,,,c,,,,,,walk,
5816,act_59_74,meeting_room,5,1,,,,,c,,,,,,rotation,
5817,act_59_75,meeting_room,5,1,,,,,c,,,,,,jump,
5818,act_59_76,meeting_room,5,1,,,,,c,,,,,,wave,
5819,act_59_77,meeting_room,5,1,,,,,c,,,,,,lie_down,
5820,act_59_78,meeting_room,5,1,,,,,c,,,,,,pick_up,
5821,act_59_79,meeting_room,5,1,,,,,c,,,,,,sit_down,
5822,act_59_80,meeting_room,5,1,,,,,c,,,,,,stand_up,
5823,act_59_81,meeting_room,5,1,,,,,c,,,,,,nothing,
5824,act_59_82,meeting_room,5,1,,,,,d,,,,,,walk,
5825,act_59_83,meeting_room,5,1,,,,,d,,,,,,rotation,
5826,act_59_84,meeting_room,5,1,,,,,d,,,,,,jump,
5827,act_59_85,meeting_room,5,1,,,,,d,,,,,,wave,
5828,act_59_86,meeting_room,5,1,,,,,d,,,,,,lie_down,
5829,act_59_87,meeting_room,5,1,,,,,d,,,,,,pick_up,
5830,act_59_88,meeting_room,5,1,,,,,d,,,,,,sit_down,
5831,act_59_89,meeting_room,5,1,,,,,d,,,,,,stand_up,
5832,act_59_90,meeting_room,5,1,,,,,d,,,,,,nothing,
5833,act_59_91,meeting_room,5,1,,,,,e,,,,,,nothing,
5834,act_59_92,meeting_room,5,1,,,,,e,,,,,,walk,
5835,act_59_93,meeting_room,5,1,,,,,e,,,,,,rotation,
5836,act_59_94,meeting_room,5,1,,,,,e,,,,,,jump,
5837,act_59_95,meeting_room,5,1,,,,,e,,,,,,wave,
5838,act_59_96,meeting_room,5,1,,,,,e,,,,,,lie_down,
5839,act_59_97,meeting_room,5,1,,,,,e,,,,,,pick_up,
5840,act_59_98,meeting_room,5,1,,,,,e,,,,,,sit_down,
5841,act_59_99,meeting_room,5,1,,,,,e,,,,,,stand_up,
5842,act_60_1,meeting_room,5,1,,,,,,a,,,,,,nothing
5843,act_60_2,meeting_room,5,1,,,,,,a,,,,,,walk
5844,act_60_3,meeting_room,5,1,,,,,,a,,,,,,rotation
5845,act_60_4,meeting_room,5,1,,,,,,a,,,,,,jump
5846,act_60_5,meeting_room,5,1,,,,,,a,,,,,,wave
5847,act_60_6,meeting_room,5,1,,,,,,a,,,,,,lie_down
5848,act_60_7,meeting_room,5,1,,,,,,a,,,,,,pick_up
5849,act_60_8,meeting_room,5,1,,,,,,a,,,,,,sit_down
5850,act_60_9,meeting_room,5,1,,,,,,a,,,,,,stand_up
5851,act_60_10,meeting_room,5,1,,,,,,b,,,,,,nothing
5852,act_60_11,meeting_room,5,1,,,,,,b,,,,,,walk
5853,act_60_12,meeting_room,5,1,,,,,,b,,,,,,rotation
5854,act_60_13,meeting_room,5,1,,,,,,b,,,,,,jump
5855,act_60_14,meeting_room,5,1,,,,,,b,,,,,,wave
5856,act_60_15,meeting_room,5,1,,,,,,b,,,,,,lie_down
5857,act_60_16,meeting_room,5,1,,,,,,b,,,,,,pick_up
5858,act_60_17,meeting_room,5,1,,,,,,b,,,,,,sit_down
5859,act_60_18,meeting_room,5,1,,,,,,b,,,,,,stand_up
5860,act_60_19,meeting_room,5,1,,,,,,c,,,,,,nothing
5861,act_60_20,meeting_room,5,1,,,,,,c,,,,,,walk
5862,act_60_21,meeting_room,5,1,,,,,,c,,,,,,rotation
5863,act_60_22,meeting_room,5,1,,,,,,c,,,,,,jump
5864,act_60_23,meeting_room,5,1,,,,,,c,,,,,,wave
5865,act_60_24,meeting_room,5,1,,,,,,c,,,,,,lie_down
5866,act_60_25,meeting_room,5,1,,,,,,c,,,,,,pick_up
5867,act_60_26,meeting_room,5,1,,,,,,c,,,,,,sit_down
5868,act_60_27,meeting_room,5,1,,,,,,c,,,,,,stand_up
5869,act_60_28,meeting_room,5,1,,,,,,d,,,,,,nothing
5870,act_60_29,meeting_room,5,1,,,,,,d,,,,,,walk
5871,act_60_30,meeting_room,5,1,,,,,,d,,,,,,rotation
5872,act_60_31,meeting_room,5,1,,,,,,d,,,,,,jump
5873,act_60_32,meeting_room,5,1,,,,,,d,,,,,,wave
5874,act_60_33,meeting_room,5,1,,,,,,d,,,,,,lie_down
5875,act_60_34,meeting_room,5,1,,,,,,d,,,,,,pick_up
5876,act_60_35,meeting_room,5,1,,,,,,d,,,,,,sit_down
5877,act_60_36,meeting_room,5,1,,,,,,d,,,,,,stand_up
5878,act_60_37,meeting_room,5,1,,,,,,e,,,,,,nothing
5879,act_60_38,meeting_room,5,1,,,,,,e,,,,,,walk
5880,act_60_39,meeting_room,5,1,,,,,,e,,,,,,rotation
5881,act_60_40,meeting_room,5,1,,,,,,e,,,,,,jump
5882,act_60_41,meeting_room,5,1,,,,,,e,,,,,,wave
5883,act_60_42,meeting_room,5,1,,,,,,e,,,,,,lie_down
5884,act_60_43,meeting_room,5,1,,,,,,e,,,,,,pick_up
5885,act_60_44,meeting_room,5,1,,,,,,e,,,,,,sit_down
5886,act_60_45,meeting_room,5,1,,,,,,e,,,,,,stand_up
5887,act_60_46,meeting_room,5,1,,,,,,a,,,,,,nothing
5888,act_60_47,meeting_room,5,1,,,,,,a,,,,,,walk
5889,act_60_48,meeting_room,5,1,,,,,,a,,,,,,rotation
5890,act_60_49,meeting_room,5,1,,,,,,a,,,,,,jump
5891,act_60_50,meeting_room,5,1,,,,,,a,,,,,,wave
5892,act_60_51,meeting_room,5,1,,,,,,a,,,,,,lie_down
5893,act_60_52,meeting_room,5,1,,,,,,a,,,,,,pick_up
5894,act_60_53,meeting_room,5,1,,,,,,a,,,,,,sit_down
5895,act_60_54,meeting_room,5,1,,,,,,a,,,,,,stand_up
5896,act_60_55,meeting_room,5,1,,,,,,b,,,,,,nothing
5897,act_60_56,meeting_room,5,1,,,,,,b,,,,,,walk
5898,act_60_57,meeting_room,5,1,,,,,,b,,,,,,rotation
5899,act_60_58,meeting_room,5,1,,,,,,b,,,,,,jump
5900,act_60_59,meeting_room,5,1,,,,,,b,,,,,,wave
5901,act_60_60,meeting_room,5,1,,,,,,b,,,,,,lie_down
5902,act_60_61,meeting_room,5,1,,,,,,b,,,,,,pick_up
5903,act_60_62,meeting_room,5,1,,,,,,b,,,,,,sit_down
5904,act_60_63,meeting_room,5,1,,,,,,b,,,,,,stand_up
5905,act_60_64,meeting_room,5,1,,,,,,c,,,,,,nothing
5906,act_60_65,meeting_room,5,1,,,,,,c,,,,,,walk
5907,act_60_66,meeting_room,5,1,,,,,,c,,,,,,rotation
5908,act_60_67,meeting_room,5,1,,,,,,c,,,,,,jump
5909,act_60_68,meeting_room,5,1,,,,,,c,,,,,,wave
5910,act_60_69,meeting_room,5,1,,,,,,c,,,,,,lie_down
5911,act_60_70,meeting_room,5,1,,,,,,c,,,,,,pick_up
5912,act_60_71,meeting_room,5,1,,,,,,c,,,,,,sit_down
5913,act_60_72,meeting_room,5,1,,,,,,c,,,,,,stand_up
5914,act_60_73,meeting_room,5,1,,,,,,d,,,,,,nothing
5915,act_60_74,meeting_room,5,1,,,,,,d,,,,,,walk
5916,act_60_75,meeting_room,5,1,,,,,,d,,,,,,rotation
5917,act_60_76,meeting_room,5,1,,,,,,d,,,,,,jump
5918,act_60_77,meeting_room,5,1,,,,,,d,,,,,,wave
5919,act_60_78,meeting_room,5,1,,,,,,d,,,,,,lie_down
5920,act_60_79,meeting_room,5,1,,,,,,d,,,,,,pick_up
5921,act_60_80,meeting_room,5,1,,,,,,d,,,,,,sit_down
5922,act_60_81,meeting_room,5,1,,,,,,d,,,,,,stand_up
5923,act_60_82,meeting_room,5,1,,,,,,e,,,,,,nothing
5924,act_60_83,meeting_room,5,1,,,,,,e,,,,,,walk
5925,act_60_84,meeting_room,5,1,,,,,,e,,,,,,rotation
5926,act_60_85,meeting_room,5,1,,,,,,e,,,,,,jump
5927,act_60_86,meeting_room,5,1,,,,,,e,,,,,,wave
5928,act_60_87,meeting_room,5,1,,,,,,e,,,,,,lie_down
5929,act_60_88,meeting_room,5,1,,,,,,e,,,,,,pick_up
5930,act_60_89,meeting_room,5,1,,,,,,e,,,,,,sit_down
5931,act_60_90,meeting_room,5,1,,,,,,e,,,,,,stand_up
5932,act_60_91,meeting_room,5,1,,,,,,a,,,,,,nothing
5933,act_60_92,meeting_room,5,1,,,,,,a,,,,,,walk
5934,act_60_93,meeting_room,5,1,,,,,,a,,,,,,rotation
5935,act_60_94,meeting_room,5,1,,,,,,a,,,,,,jump
5936,act_60_95,meeting_room,5,1,,,,,,a,,,,,,wave
5937,act_60_96,meeting_room,5,1,,,,,,a,,,,,,lie_down
5938,act_60_97,meeting_room,5,1,,,,,,a,,,,,,pick_up
5939,act_60_98,meeting_room,5,1,,,,,,a,,,,,,sit_down
5940,act_60_99,meeting_room,5,1,,,,,,a,,,,,,stand_up
5941,act_61_1,meeting_room,5,2,a,b,,,,,nothing,walk,,,,
5942,act_61_2,meeting_room,5,2,a,b,,,,,walk,rotation,,,,
5943,act_61_3,meeting_room,5,2,a,b,,,,,rotation,jump,,,,
5944,act_61_4,meeting_room,5,2,a,b,,,,,jump,wave,,,,
5945,act_61_5,meeting_room,5,2,a,b,,,,,wave,lie_down,,,,
5946,act_61_6,meeting_room,5,2,a,b,,,,,lie_down,pick_up,,,,
5947,act_61_7,meeting_room,5,2,a,b,,,,,pick_up,sit_down,,,,
5948,act_61_8,meeting_room,5,2,a,b,,,,,sit_down,stand_up,,,,
5949,act_61_9,meeting_room,5,2,a,b,,,,,stand_up,nothing,,,,
5950,act_61_10,meeting_room,5,2,b,c,,,,,nothing,walk,,,,
5951,act_61_11,meeting_room,5,2,b,c,,,,,walk,rotation,,,,
5952,act_61_12,meeting_room,5,2,b,c,,,,,rotation,jump,,,,
5953,act_61_13,meeting_room,5,2,b,c,,,,,jump,wave,,,,
5954,act_61_14,meeting_room,5,2,b,c,,,,,wave,lie_down,,,,
5955,act_61_15,meeting_room,5,2,b,c,,,,,lie_down,pick_up,,,,
5956,act_61_16,meeting_room,5,2,b,c,,,,,pick_up,sit_down,,,,
5957,act_61_17,meeting_room,5,2,b,c,,,,,sit_down,stand_up,,,,
